aabq	傲岸不群
yrhc	弋人何篡
yrhg	雍容华贵|雍荣华贵
yrhh	杳如黄鹤
yrhk	羊入虎口
yrhq	羊入虎群
yrhy	冶容诲淫
yrjg	一仍旧贯
yrjq	一日九迁
yrjr	毅然决然
yrjw	一如既往
yrjz	与日俱增
yrkg	以柔克刚
yrku	贻人口实
yrlx	依人篱下
yrmj	仰人眉睫
yrnd	有容乃大
yrql	一日千里
yrrg	依然如故
yrru	引人入胜|言人人殊
yrrv	游人如织
yrsc	一日三餐
yrug	因任授官
yrsq	一日三秋
yruq	以弱胜强
yrus	引人深思
yruu	一人善射
yrux	哑然失笑
yrsx	一日三省
yruv	有如神助|雅人深致
yrtl	艳如桃李
yrvm	引人注目
yrvx	一人之下
yrwb	以人为本
yrwj	以人为镜|一日万机
yrwl	一日万里
yrwu	与人为善
yrwv	与人无争
yrwy	疑人勿用|用人勿疑
yrwz	音容宛在
yrxm	音容笑貌
yrxp	野人献曝
yrxq	野人献芹
yrxy	雍荣闲雅
yryb	雍荣雅步
yryc	一日一次
yryl	映入眼帘
yrym	耀人眼目
yryq	一人有庆
yryx	嫣然一笑
yryy	游刃有余
yrvi	一日之长
yrzd	怡然自得|悠然自得
yrvj	一人之交
yrzr	庸人自扰
yrvw	一肉之味
yrvy	一日之雅
yubb	一手包办
yubi	拥书百城
ysbg	一丝不苟|一丝不挂
ysbh	要死不活
yubh	一时半会|一树百获
yubj	与时并进
ysbj	饔飧不继
yubk	一时半刻
ysbl	一死百了
yubu	依山傍水
ysbs	一丝半粟
ysbt	腰酸背痛|有所不同
ysbv	有所不知
ysbw	有所不为|一丝不紊
yubx	一声不响
yubv	掩饰不住|衣食不周
yuib	因势乘便
yuic	与世长辞
yuid	一时冲动
yuch	一手策划
yuij	摇手触禁
yuiq	元神出窍
yucq	远胜从前
yuiu	饮水啜菽
yudh	移山倒海
yudj	应时对景
yudl	遗世独立
ysdn	一索得男
yudp	一手独拍
yudw	野生动物
yseg	一扫而光
yueg	一闪而过
ysek	一扫而空
yuen	一石二鸟
yueu	一闪而逝
ysew	有所耳闻
yuex	由上而下
ysfg	因私废公
ysfl	云散风流
yufm	衣食父母
yufx	以身犯险|仰事俯畜|永矢弗谖
ysgu	雅俗共赏
yugy	有失公允
yuhb	优势互补
yshf	严丝合缝
yuhf	燕瘦环肥
yuhq	一生何求
yshs	吆三喝四
yuht	一时糊涂
yuhx	游手好闲
ysjd	耶稣基督
yuje	以手加额
yujf	玉石俱焚
yujh	一手交货
yujj	与时俱进
yujl	与生俱来
yujq	一手交钱|以疏间亲
ysjq	一岁九迁
yujr	羿射九日
ysjs	一损俱损
yujs	遗世绝俗
yuju	以水济水|以水救水
yuky	引商刻羽
yslb	伊斯兰堡
yulb	鹰视狼步|优胜劣败
yuld	因势利导|以升量石
yulf	玉树临风
yulg	鹰视狼顾
yulh	一身冷汗|一双两好
yull	衣衫蓝缕
yulm	一尸两命|一世龙门
yslq	一丝两气
yslr	夜色撩人
yulr	倚势凌人
yult	优胜劣汰|一蛇两头|一身两头
yslv	一死了之
yulx	一声令下
yuly	一身两役
ysml	夜色迷离
yumu	有事没事
yumx	烟视媚行
yund	已属难得
yung	易守难攻
yunn	饮食男女
ysnw	忧思难忘
yupg	引绳排根
yupp	有失偏颇
yuqb	以示清白
ysqb	有所区别
yuqg	饮水曲肱
yuqj	饮食起居|以售其奸
yuqu	以杀去杀
yurc	也是如此
yurj	夜深人静
yuui	一室生春
yuud	以少胜多|一身是胆
yuuf	以身试法
yush	以身饲虎
yusk	一时三刻
yuum	仰首伸眉
yuun	一石数鸟
yuuu	遇神杀神
yuss	养生送死
ysuy	野蔌山肴
yusy	饮水思源|忧深思远
ystg	有所提高
yutr	一视同仁
yutu	以石投水|以水投水
yutt	一手托天
yswb	营私舞弊
yuwb	于事无补
yuwi	一事无成
yuwg	疑事无功
yuwk	有恃无恐
yuwl	一时无两
yswp	鱼死网破
yuwq	永世无穷
yuwu	游山玩水
yswu	有死无生
yuwx	一身五心
yswy	有损无益
yuwv	与世无争
yuxc	用舍行藏
yuxg	以身殉国|以身许国
ysxj	研桑心计
yuxq	一时兴起|怡声下气
yuxv	以身殉职
yuyb	摇身一变
yuyg	疑神疑鬼
ysyh	一丝一毫
yuyh	越少越好|偃鼠饮河
ysyj	有色眼镜
yuyj	宜室宜家
yuyl	有史以来
yuyn	益寿延年
yuyu	一生一世|郢书燕说|永生永世
ysys	言三语四
yuyw	远胜于我
ysyx	意思一下
yuyy	亦师亦友|一觞一咏|莺声燕语
yuyv	有始有终
yuyz	一手一足
yuvd	养生之道
yuvg	由守转攻
yuvh	鱼水之欢|衣裳之会
yuvj	一时之间
yuvn	有生之年|犹生之年
yuzp	影视作品
yuvq	一身正气
yuvt	一手遮天
yszw	有所作为
yuvx	衣食住行|一世之雄
yuvy	药石之言|因时制宜|因事制宜
yuzz	以身作则
yuvv	由始至终
ytbt	一通百通
ytbw	有条不紊|摇头摆尾
ytit	仰天长叹
ytix	仰天长啸
ytdw	一天到晚
ytdx	仰天大笑
ytfm	油头粉面
ytgu	迎头赶上
ytgz	一塌刮子
ythi	玉体横陈|一榻横陈
ythn	摇头晃脑
ythq	一团和气
ythu	源头活水
ytht	一塌糊涂
ythy	言谈话语
ytjc	言听计从
ytjh	一统江湖
ytjj	一探究竟
ytjv	言谈举止
ytkv	以莛叩钟
ytld	亚特兰大|依头缕当
ytlm	一团乱麻
ytls	言谈林薮|一推两搡
ytlt	一天两天
ytmf	疑团满腹
ytmn	有头没脑
ytmu	疑团莫释
ytnl	夭桃秾李
ytqb	由他去吧
ytqh	一团漆黑
ytun	窈窕淑女
ytur	应天顺人
ytsu	一潭死水
yttg	异途同归
yttj	迎头痛击
yttm	雁塔题名
yttx	一统天下|一体同心
ytvd	勇挑重担
ytvf	扬汤止沸|以汤止沸
ytvx	晕头转向
ytwf	仪态万方
ytwj	以退为进
ytwk	一吐为快
ytwl	蝇头微利
ytwn	有头无脑
ytwr	有天无日
ytwu	一头雾水
ytwx	以汤沃雪
ytxd	一天星斗
ytxl	蝇头小利
ytxz	樱桃小嘴
ytyc	一天一次
ytyl	有头有脸
ytyr	移天易日
ytyv	渊渟岳峙
ytyw	有头有尾
ytyy	一天一夜|莺啼燕语
ytvq	一弹指顷
yvam	拥政爱民
yvbh	云中白鹤
yvbj	一知半解|用之不竭|勇者不惧
yvbm	邮政编码
yvbr	意志薄弱
yvbt	与众不同
yvbu	一着不慎
yvbv	抑制不住
yvcy	义正辞严
yvdn	一专多能
yvdx	一枝独秀
yvfc	一展风采
yvff	焉知非福
yvgv	远瞩高瞻
yvgw	一纸公文
yvgx	一争高下
yvhh	宇宙洪荒
yvhj	已臻化境
yvhl	一枕黄粱|一枕黄梁
yvhu	有这回事
yvil	言之成理
yvjq	意志坚强
yvjx	一针见血
yvkw	一纸空文
yvkx	有章可循
yvmg	仰之弥高
yvmk	掩住面孔
yvml	寅支卯粮
yvmy	一直没有
yvqj	一掷千金
yvqt	一柱擎天
yvqu	颐指气使
yvrf	运指如飞
yvrw	一致认为
yvry	演职人员
yvsg	银装素裹
yvsi	一展所长
yvtg	一致通过
yvtp	硬着头皮
yvty	一致同意
yvuf	胭脂水粉
yvug	愿者上钩|月中折桂
yvuh	言志抒怀
yvuj	刖趾适屦
yvut	以正视听
yvuz	言之尚早
yvvk	饮鸩止渴
yvvu	有志之士
yvvy	由衷之言
yvww	言之无物|言之无文
yvwx	言者无心
yvwz	言者无罪
yvxi	语重心长
yvxs	以壮行色
yvxu	一桩心事
yvxw	云蒸霞蔚
yvxz	由着性子
yvyc	一周一次
yvyd	严阵以待
yvyi	一张一弛
yvyl	一直以来|言之有理
yvym	用之于民
yvyr	有朝一日
yvys	一至于斯
yvyu	一招一式
yvyv	以战养战
yvyw	原汁原味|言之有物
yvyx	一朝一夕|一针一线|亦庄亦谐|亿兆一心
yvyy	越战越勇
yvzz	言之凿凿
ywbd	有问必答
ywbj	言无不尽
ywbm	一文不名
ywbv	一文不值|一物不知
ywiw	一无长物
ywdj	一网打尽
ywdl	渔翁得利
ywej	言无二价
ywen	由外而内
ywev	一望而知
ywfg	义无反顾
ywhg	与我何干
ywhj	阎王好见
ywhl	吆五喝六
ywhu	以为憾事
ywhy	以武会友|以文会友
ywjl	以往鉴来
ywjy	义务教育
ywjz	咬文嚼字
ywkq	一无可取
ywkv	也未可知
ywlc	语无伦次
ywlf	以文乱法
ywlk	依违两可
ywlr	云雾缭绕
ywmm	烟雾弥漫
ywmw	有完没完
ywnr	永无宁日
ywpd	夷为平地
ywql	摇尾乞怜
ywqu	一往情深|摇尾求食
ywqt	仰屋窃叹
ywqx	愿闻其详
ywqz	仰卧起坐
ywrc	尤为如此
ywuc	野外生存
ywui	一无是处|意味深长
ywsi	一无所成|一无所长
ywsd	一无所得
ywsh	一无所获
ywsj	一无所惧
ywsn	一无所能|亿万斯年
ywsq	一无所求|一无所取
ywsu	一无所失
ywsv	一无所知
ywsy	一无所有
ywtv	曳尾涂中
ywvd	用武之地
ywvj	永无止境
ywvq	勇往直前
ywvy	言外之意|洋为中用
ywwg	与我无关
ywwj	一望无际
ywwq	一往无前
ywwy	一望无垠
ywxu	鹦鹉学舌|言为心声
ywxv	永无休止
ywxw	偃武修文
ywyd	一问一答
ywyj	饫闻厌见
ywyr	尤物移人
ywyu	一五一十
ywyw	耀武扬威
ywyx	杳无音信|野无遗贤
ywvu	仰屋著书
ywzw	一误再误
yxbb	野心勃勃
yxbi	英雄辈出
yxbd	意想不到|一星半点
yxbl	原形毕露
yxbr	于心不忍
yxbs	英雄本色
yxby	言行不一|衣香鬓影|用夏变夷
yxcb	忧喜参半|疑信参半
yxii	忧心忡忡
yxim	英雄迟暮
yxiu	一线城市
yxix	以心传心
yxdf	贻笑大方
yxdn	遥想当年
yxdu	有线电视|映雪读书
yxdx	有些东西
yxeb	鸭行鹅步
yxeg	一笑而过
yxey	一心二用
yxfu	以下犯上
yxfv	浴血奋战
yxgj	烟霞痼疾
yxgs	有限公司
yxgz	游戏规则|游闲公子
yxhh	英雄好汉
yxhj	英雄豪杰
yxhl	烟熏火燎
yxhm	烟消火灭
yxhq	月下花前
yxhr	于心何忍
yxhw	阴虚火旺
yxhx	以血还血
yxhy	遥相呼应
yxhv	月夕花朝
yxji	远香近臭
yxjd	以小见大
yxje	元凶巨恶
yxjf	严刑峻法
yxjm	英雄救美
yxjv	言行举止
yxki	有隙可乘
yxkd	蚁穴溃堤
yxld	一系列的
yxlk	用心良苦
yxlr	月下老人
yxlu	意兴阑珊
yxlv	一笑了之
yxly	一心两用
yxml	英雄末路
yxmm	隐姓埋名
yxnx	野性难驯
yxqi	一雪前耻
yxqd	英雄气短
yxqj	一笑千金
yxql	一泻千里
yxqw	音信全无
yxqy	一厢情愿|一相情愿
yxrc	一向如此
yxrd	忧心如捣
yxrf	忧心如焚
yxrg	英雄入彀
yxrh	意下如何
yxrj	游戏人间
yxrm	饮血茹毛
yxru	游戏人生
yxuc	一息尚存|用行舍藏
yxud	因小失大
yxuh	有些时候
yxuj	因循守旧
yxuk	印象深刻
yxul	阳煦山立
yxsm	游戏三昧
yxuq	有些事情
yxuw	游行示威
yxtk	异想天开
yxty	游响停云
yxvd	一席之地
yxvj	一夕之间
yxvv	一笑置之
yxvy	言下之意
yxwi	疑行无成
yxwl	有心无力
yxws	云消雾散
yxwt	有些问题
yxxe	用心险恶
yxxg	言行相诡
yxxw	一线希望
yxxx	异性相吸|以血洗血
yxyd	一心一德
yxyj	隐形眼镜|一心一计
yxyr	有血有肉
yxys	烟消云散|义形于色
yxyu	越陷越深
yxyv	言行一致
yxyy	一心一意|一薰一莸
yxzl	一行作吏
yxzr	有限责任
yxzw	因循坐误
yxvx	衣绣昼行
yyah	业余爱好
yybb	原原本本
yybd	源源不断|以怨报德|优游不断
yybf	一言不发|要言不烦
yybh	一言不合
yybj	犹豫不决
yybl	营养不良|怏怏不乐|悒悒不乐
yybu	依依不舍
yybx	语焉不详
yyby	一言半语
yyib	运营成本
yyii	一语成谶|影影绰绰
yycc	郁郁葱葱
yyif	咏月嘲风
yyih	养痈成患
yyij	囿于成见
yyim	一夜成名
yyit	冶叶倡条
yyiw	一跃成为|以一持万
yydb	以一敌百
yydi	夜雨对床
yydc	抑扬顿挫
yydd	有一点点|言语道断|悠悠荡荡
yydf	燕雁代飞|泱泱大风
yydg	泱泱大国|洋洋大观
yydh	愿意的话
yydl	以逸待劳
yydn	由易到难
yydp	一语道破
yydu	一衣带水|一以当十|以一当十|映月读书
yydw	一元大武
yydy	洋洋得意|扬扬得意
yyej	一饮而尽
yyeq	一跃而起
yyer	一拥而入
yyeu	应运而生|一拥而上
yyev	郁郁而终
yyex	一跃而下
yyfb	以一奉百
yyff	淫雨霏霏|雁影分飞
yyfl	一夜风流
yyfu	一元复始|因噎废食
yyfy	以夷伐夷
yyge	以义割恩
yygg	蝇营狗苟
yygh	郁郁寡欢|抑郁寡欢
yygq	阴阳怪气
yygu	褕衣甘食
yygv	艳阳高照|一以贯之
yygw	一一过问
yygx	一意孤行
yygy	烟云过眼
yyhd	伊于胡底
yyhh	摇摇晃晃|悠悠忽忽
yyhu	鹰扬虎视
yyht	一氧化碳
yyhv	妖言惑众
yyhw	意欲何为
yyhx	欲语还休
yyhy	以牙还牙|以眼还眼
yyjb	以一警百
yyji	一言既出
yyjc	油盐酱醋
yyjd	一言九鼎
yyjh	因缘际会
yyjl	游云惊龙
yyjq	一应俱全
yyjr	夜以继日
yyjt	样样精通
yyjv	营养价值|夜以继昼
yyjy	应有尽有
yykf	狺狺狂吠
yykn	也有可能
yyli	源远流长
yylg	阴阳两隔
yylj	严以律己
yyll	庸庸碌碌
yylm	鱼跃龙门
yylr	余音缭绕
yylx	遥遥领先
yymb	阴云密布
yymd	要言妙道
yymm	阴雨绵绵
yymx	瘗玉埋香
yymv	薏苡明珠
yynj	一言难尽
yynn	余音袅袅
yynv	以意逆志
yypd	一语破的
yypf	夤缘攀附
yypk	硬语盘空
yypv	一叶扁舟
yyqc	隐约其辞
yyqi	咬牙切齿
yyqf	艳压群芳
yyqh	因缘巧合
yyqj	玉液琼浆
yyrl	余音绕梁
yyrx	妖由人兴
yyry	与有荣焉
yysf	一隅三反
yyug	一语双关
yyuh	熠熠生辉
yyuj	业余时间
yyur	庸医杀人
yyss	洋洋洒洒
yysy	悠悠岁月
yyuy	有一说一
yyuz	摇曳生姿
yytn	颐养天年
yyty	以蚓投鱼
yyvb	易与之辈
yyvd	一语中的|一隅之地
yyve	养育之恩
yyvj	一夜之间|一隅之见
yyvm	一叶障目
yyvq	一叶知秋
yyvu	芸芸众生
yyvv	营业执照|引玉之砖
yyvz	有一阵子
yywa	引以为傲
yywi	引以为耻
yywd	一言为定
yywe	有一无二
yywf	有缘无分
yywj	意犹未尽|引以为戒
yywl	焉有完卵
yywm	有勇无谋
yywq	遥遥无期|永永无穷
yywu	因缘为市
yywv	有眼无珠|以意为之
yywy	有意无意
yyxb	冤冤相报
yyxd	遥遥相对
yyxj	言扬行举
yyxv	鱼与熊掌
yyxy	欲扬先抑|牙牙学语
yyyb	溢于言表
yyyc	一月一次
yyyi	雁杳鱼沉
yyyd	有氧运动
yyyh	养痈遗患
yyyl	愈演愈烈
yyym	有勇有谋|燕翼贻谋
yyyn	以羊易牛
yyyq	峣峣易缺
yyyu	燕语莺声|盈盈一水
yyyt	燕语莺啼
yyyv	欲言又止|摇摇欲坠|一饮一啄|阴疑阳战
yyyx	奄奄一息|一言一行|庸言庸行
yyyy	隐隐约约|一吟一咏
yyzd	悠游自得
yyze	言犹在耳
yyzr	运用自如
yyzu	有孕在身
yyzs	优游卒岁
yyzt	隐隐作痛
yyvw	以一知万
yyzx	有言在先
yzbb	睚眦必报|一字褒贬
yzbi	一字不差
yzbg	一字不苟
yzbl	一字不漏
yvbl	一致百虑
yvbw	一掷百万
yzbx	意在笔先
yzby	一字不易
yvby	以直报怨
yvcd	以锥刺地
yvcg	引锥刺股
yziy	养尊处优
yzdp	越俎代庖
yzeu	易子而食
yzfu	鹞子翻身
yzfx	一醉方休
yzgf	远走高飞
yzgv	有则改之
yvha	一枕槐安
yzhf	英姿焕发
yvhp	羊质虎皮
yzhu	油嘴滑舌
yvjd	言重九鼎
yzjg	纡尊降贵
yzjj	移樽就教|一座皆惊|引足救经
yvjj	庸中佼佼
yzli	一字连城
yzlv	以紫乱朱
yvnf	以指挠沸
yzpg	意在沛公
yzqd	一再强调
yzqj	一字千金
yvqv	以战去战
yzsu	英姿飒爽
yzuu	衣租食税
yztb	远在天边
yztp	与子同袍
yvtq	以珠弹雀
yztx	远走他乡
yvwu	一之谓甚
yzwt	原则问题
yzwx	有嘴无心
yzyb	一字一板
yzyj	一则以惧
yzym	鹰嘴鹞目
yzyp	越走越偏
yzyu	用在一时
yvyt	眼中有铁
yzyv	妍姿艳质|一字一珠
yzyw	有滋有味|意在言外
yzyx	一则以喜
yzyy	越走越远
yzyz	优哉游哉
yvvf	一朝之忿
yzvj	遗簪坠屦
yzvm	以子之矛
yvvq	一枝之栖
yzvu	一字之师
yvvv	言者谆谆|言之谆谆
zafm	憎爱分明
vaft	灼艾分痛
vajf	芝艾俱焚
vanx	窒碍难行
vauf	长傲饰非
zbax	坐不安席
zbbf	皂白不分
vbbm	朝不保暮
zbih	足不出户
zbin	坐北朝南
zbcr	曾不惨然
zbit	坐不垂堂
zbix	坐不重席
zbdl	走不动了
zbdv	资不抵债
zbgx	坐不改姓
vbgx	猪卑狗险
zbhu	泽被后世
vbjf	止暴禁非
zbjk	赞不绝口
zbjm	自报家门
zbkh	罪不可逭
zbkn	总不可能
zbkq	最不可取
zbkt	坐不窥堂
zblg	自拔来归
zblj	脏不拉叽
zbll	自不量力
zblv	做不了主
vblx	朝不虑夕
vbmx	朝不谋夕
vbpa	竹报平安
vbpm	拽布披麻
zbqq	责备求全
zbqr	再不其然
zbqs	钻冰求酥
zbrv	罪不容诛
zbry	最不容易
zbui	资本市场
vbuc	助边输财
vbsd	执鞭随蹬
zbug	作壁上观
vbuh	知白守黑
vbsm	竹苞松茂
vbuq	指不胜屈
vbuz	炙冰使燥
zbtg	凿壁偷光
vbtm	拽布拖麻
zbvd	咋不知道
zbvl	坐不住了
zbvy	资本主义
vbwg	转败为功
zbxn	自北向南
vbxv	战不旋踵
zbyb	左膀右臂
vbyp	珠箔银屏
zbzd	自编自导
zbzk	贼不走空
zbzq	自暴自弃
zbzu	咋不早说
vbzu	捉班做势
vibd	折长补短|诈痴不颠
vcbu	属辞比事|属词比事
viim	织楚成门
zccu	杂草丛生
vidc	铸成大错
vidm	政出多门
zcdp	造次颠沛
zifj	藏传佛教
zify	子承父业|甑尘釜鱼
vihm	张敞画眉
zihv	造车合辙
zijj	资产阶级
zijv	自出机杼
zilz	贼臣乱子
vimb	朝成暮遍
zimf	祖传秘方
zimg	早出暮归
vimh	朝成暮毁
vims	朝穿暮塞
vimu	朝趁暮食
vinv	锥处囊中
zinz	贼臣逆子
zipf	祖传配方
zcqj	在此期间
vcqy	重财轻义
ziub	坐吃山崩
ziuk	坐吃山空
zcvq	在此之前
ziwg	早出晚归
viwl	咫尺万里
viwt	稚齿婑媠
ziww	坐筹帷幄
zixc	自出心裁
zixg	再创新高
zcxh	自惭形秽
vixh	朝成夕毁
zcxu	造次行事
ziyb	早朝晏罢
zcyj	在此一举
viyj	诛锄异己
ziyj	自成一家
ziym	子丑寅卯
viyn	折冲厌难
ziyp	自成一派
viys	珠沉玉碎
viyw	折冲御侮
vivi	折冲之臣
zive	在陈之厄
zizf	载沉载浮
vivf	逐臭之夫
vivg	咫尺之功
vivh	朱陈之好
zizl	自吹自擂
zizq	载驰载驱
vizz	折冲尊俎|折冲樽俎
vcvv	珠翠之珍
zdba	躁动不安
vdby	至当不易
zdid	最大程度
zdiu	造端倡始
zded	择地而蹈
zdej	罪大恶极
vdex	直道而行
vdfb	织当访婢
vdfs	折鼎覆餗
zdfz	坐地分赃
zdgy	走得更远
vdhx	指东画西
zdkn	最大可能
zdlj	总的来讲
zdlk	总的来看
zdlu	总的来说
vdlu	争多论少
zdnl	最大努力
zdpm	左道旁门
zdqi	坐等其成
vdqc	张大其词
zdqj	坐地起价
zdql	自得其乐
vdqt	斩钉切铁
zdup	自动上屏
zdtp	自动调频
zdtu	造端讬始
zdwt	最大问题
vdwx	摘胆剜心
zdxd	最大限度
zdyd	左等右等
zdyh	再等一会
vdys	植党营私
vdvg	至大至刚
vdvm	锥刀之末
zdzq	做大做强
zdzy	自导自演
vebb	周而不比
vebh	执而不化
zebl	杂而不乱
zebq	造恶不悛
zedd	作恶多端
vefu	周而复始
zeld	坐而论道
vemz	诸恶莫作
zett	罪恶滔天
zeyv	总而言之
zevv	罪恶昭彰|罪恶昭著
vezv	折而族之
zfbo	遭逢不偶
zfeu	择肥而噬
vfff	知法犯法
vfht	芝焚蕙叹
zfhy	遭逢会遇
zfjh	遭逢际会
vflh	招风揽火
vfmv	朝发暮至
vfnu	擢发难数
vfrc	招风惹草|沾风惹草
vfuf	占风使帆
zfuh	遭逢时会
zfwd	走伏无地
zfwg	自废武功
vfwh	指腹为婚
vfwq	占风望气
vfwu	质非文是
zfyb	左辅右弼
zfyf	造福一方
zfyk	自负盈亏
zfym	造福于民
zfyv	择福宜重
zfzb	作法自毙
vgbd	众寡不敌
vgbg	知过必改
zgbj	尊古卑今
vgbm	摘瓜抱蔓
zgbx	自顾不暇
zgib	坐观成败
vgil	扎根串连
vgda	斩关夺隘
zgdl	自甘堕落
zgds	凿骨捣髓
zgfy	自告奋勇
zgjj	最高境界
vgjm	斩竿揭木
zgjn	再过几年
zgjt	再过几天
vgjt	斩钢截铁
zgln	再过两年
vgly	纸贵洛阳
vgmg	朝更暮改
zgmg	在谷满谷
zgmt	砸锅卖铁
vgmx	朝歌暮弦
vgpa	掷果潘安
vgqj	枕戈寝甲
zgqw	载歌且舞
zguc	凿龟数策
zgsc	澡垢索疵
zgtc	增光添彩
zgvj	糟糕之极
zgvu	资格证书
zgwl	锃光瓦亮|赃官污吏
zgws	罪该万死
vgwu	至高无上
vgww	止戈为武
zgwy	臧谷亡羊|臧穀亡羊
zgyg	在官言官
zgyl	自古以来
zgyp	左顾右盼
vgyq	朱干玉戚
vgys	昼耕夜诵
zgyx	自刽以下
zgzd	自高自大
vgvl	折槁振落
zgzw	载歌载舞
zhbg	再好不过
zhbh	纵横捭阖
vhbh	专横跋扈
zhbl	坐怀不乱
zhii	纵横驰骋|自坏长城
vhiu	长虺成蛇
zhdb	钻火得冰
zhds	作何打算
vhff	战火纷飞
vhfq	煮鹤焚琴
zhfy	作何反应
zhgl	综合国力
zhgu	纵虎归山
zhgt	最后关头
zhgx	作何感想
vhgy	重厚寡言
vhhp	珠还合浦
zhjc	纵横交错
zhjd	作何决定
zhjh	纵横江湖
zhju	作何解释
vhku	拄笏看山
zhlh	脏活累活
zhlj	赃贿狼籍|赃贿狼藉|赃秽狼藉|赃货狼藉
zhlu	走花溜水
vhml	朝欢暮乐
zhmu	综核名实
zhnr	造化弄人
zhpj	作何评价
zhqi	自毁前程
vhrc	粘花惹草|沾花惹草
vhrd	指挥若定
zhrm	走火入魔
vhrx	震撼人心
vhuc	张皇失措
zhsh	纵横四海
zhuk	最后时刻
vhuw	重厚少文
vhuv	中河失舟
zhtd	最后通牒
zhvb	作何准备
zhvz	贼喊捉贼
vhwf	转祸为福
zhxe	造化小儿
vhxx	朝华夕秀
zhxz	作何选择
zhyc	最后一次
zhyg	最后一个
zhyk	最后一刻
zhym	最后一秒
zhyt	最后一天
zhzd	作好作歹
vhvq	陟岵陟屺
vhvw	众好众恶
zhzx	载欢载笑
zhzy	早婚早育
vhvy	之乎者也
vjbd	真金不镀
zjbd	醉酒饱德
vjbj	诈奸不及
zjbo	遭际不偶
zjbq	趑趄不前
zjbz	遭家不造
zjij	在家出家
vjiu	折戟沉沙
zjix	走街串巷
zjdf	造极登峰
vjdj	只鸡斗酒
zjdu	自己动手
vjdu	折节读书|折节待士
vjdv	折胶堕指
zjfk	作奸犯科
zjfm	自掘坟墓
zjgt	坐井观天
zjhg	纵酒欢歌
zjjh	宰鸡教猴
zjjn	最近几年
vjjw	整军经武
zjkg	泽及枯骨
vjmg	指鸡骂狗
vjml	獐麇马鹿
vjmu	朝经暮史
vjmx	昼警暮巡
vjns	知尽能索|智尽能索
zjnt	在劫难逃
vjpj	斩荆披棘
vjqw	浊泾清渭
zjrq	自即日起
zjuf	遵纪守法
zjuh	遭际时会
zjuj	最佳时机
zjuu	作金石声
vjuy	争鸡失羊|展脚伸腰
zjvj	总角之交
zjvx	自荐枕席
vjwn	执经问难|助桀为虐
zjws	早韭晚菘
zjwz	载酒问字
vjxj	只鸡絮酒
vjxk	志坚行苦
vjxq	政简刑清
zjxy	宗教信仰
zjxz	最佳选择
vjxv	摘句寻章
zjyb	再进一步
zjyd	罪加一等
vjyq	斩将刈旗
zjyu	作嫁衣裳
zjzf	作茧自缚|造茧自缚
vjvg	折矩周规
vjvj	踵决肘见
zjzl	再接再厉|再接再历|再接再砺
zjzu	遭劫在数
zjzy	自觉自愿
zjzz	自给自足
zkbj	赞口不绝
zkbr	自愧不如
zkii	坐困愁城
vkdd	主客颠倒
vkds	拙口钝腮
zkfr	自愧弗如
vkfy	众口纷纭
zkhu	罪魁祸首
zkqb	凿空取办
zktx	凿空投隙
zkvq	糟糠之妻
zkyb	再看一遍
zkyk	左看右看
vkyx	中馈犹虚
zkyy	再看一眼
vkzf	执柯作伐
zkzk	走开走开
zkzl	再苦再累
zkvl	凿空之论
zlay	尊老爱幼
zlba	坐立不安
zlbd	坐冷板凳
vlbf	只轮不返
vlby	中立不倚
vlcw	知来藏往
vldw	直谅多闻
zlej	择邻而居
vlfc	铢两分寸
zlfu	走漏风声
zlfv	眦裂发指
zlgm	做了个梦
vlgq	周郎顾曲
zlgu	自力更生
vlhg	朱轮华毂
zlhj	字里行间
zlhz	灾梨祸枣
vljj	中流击楫
vlkv	朝露溘至
vllu	斫轮老手
vlmi	朝梁暮陈
zlmh	自立门户
vlmj	朝梁暮晋
vlmv	朝梁暮周
zlna	坐立难安
vlpv	正理平治
zlqj	总揽全局
vlqm	辙乱旗靡
vluu	枕流漱石
zltz	糟老头子
zlvj	自乱阵脚
vlwf	只轮无反
zlwv	杂乱无章
zlwx	杂乱无序
vlxi	铢两悉称
zlxg	再立新功
zlyb	再来一遍
zlyc	再来一次
