he	他|氦
test tube	试管
testability	可测性
testable	可测
testacy	遗嘱有效
testament	遗嘱
testamentary	遗嘱的
testaments	遗嘱
testate	有遗嘱
testator	立遗嘱人
testatrix	女立遗嘱人
tested	已测试
testee	受试者
tester	测试员
testerone	睾酮
testers	测试员
testflight	试飞
testicle	睾丸
testicles	睾丸
testified	作证
testifier	证人
testifiers	证人
testifies	作证
testify	作证
testifying	作证
testily	暴躁地
testimonial	证明书
testimonials	证明书
testimonies	证词
testimony	证词
testiness	暴躁
testing	测试
testings	测试
testis	睾丸
testosterone	睾酮
tests	测试
testy	暴躁的
tetanic	破伤风的
tetanise	致强直
tetanize	致强直
tetanus	破伤风
tetchy	易怒的
tether	拴绳
tetherball	绳球
tethys	忒堤斯
tetra	四
tetrachord	四音列
tetracycline	四环素
tetrad	四联体
tetragon	四边形
tetragonal	四边形的
tetrahedral	四面体的
tetrahedron	四面体
tetralogy	四部曲
tetrameter	四音步
tetrarch	四分之一统治者
tetrarchate	四分统治
tetravalent	四价的
tetris	俄罗斯方块
tetter	皮疹
teuton	条顿人
teutonic	条顿的
teutonise	条顿化
teutonize	条顿化
tex	德克萨斯
tex	德克萨斯
tex	排版系统
texaco	德士古
texan	德克萨斯人
texans	德克萨斯人
texas	德克萨斯
texases	德克萨斯州
texlive	排版系统
texshop	排版软件
text	文本
textastic	文本编辑器
textbook	教科书
textbooks	教科书
textile	纺织品
textiles	纺织品
textron	德事隆
texts	文本
textual	文本的
textually	文本上
textural	质感的
texture	纹理
textured	有纹理的
textures	纹理
thai	泰国的
thailand	泰国
thalamus	丘脑
thaler	塔勒
thalia	塔利亚
thalidomide	沙利度胺
thallium	铊
thallophyte	藻菌植物
thames	泰晤士河
than	比
thanatoid	似死的
thanatology	死亡学
thanatos	死亡冲动
thane	领主
thank	感谢
thanked	感谢了
thankful	感激
thankfully	幸好
thankfulness	感恩
thanking	感谢
thankless	徒劳
thanklessly	徒劳地
thanklessness	忘恩
thanks	谢谢
thanksgiving	感恩节
thanksgivings	感恩节
thanos	灭霸
thanx	谢谢
that	那
that'd	那会
that'll	那将
that's	那是
thatch	茅草
thatches	茅草
thats	那是
thaumatrope	幻影转盘
thaw	融化
thawed	融化的
thawing	融化
thaws	融化
thayer	塞耶
the	这
thea	西娅
thearchy	神权
theater	剧院
theaters	剧院
theatre	剧院
theatregoing	看戏
theatres	剧院
theatrical	戏剧的
theatricality	戏剧性
theatrically	戏剧性地
theatricals	戏剧表演
theatrics	戏剧效果
thebes	底比斯
thee	你
theft	盗窃
thefts	盗窃
thehun	匈奴
theine	茶碱
their	他们的
theirs	他们的
theism	有神论
theist	有神论者
theistic	有神论的
thelma	塞尔玛
them	他
thematic	主题的
theme	主题
themed	主题的
themes	主题
themselves	他们自己
then	然后
thenar	手掌
thence	从那里
thenceforth	从那时起
thenceforward	此后
theocracy	神权政治
theocrat	神权统治者
theocratic	神权的
theodicy	神义论
theodore	西奥多
theodosian	狄奥多西的
theodosius	狄奥多西
theogony	神谱
theologian	神学家
theological	神学的
theology	神学
theorem	定理
theorems	定理
theoretic	理论的
theoretical	理论的
theoretically	理论上
theoretician	理论家
theoreticians	理论家
theories	理论
theorist	理论家
theorists	理论家
theorization	理论化
theorizations	理论化
theorize	理论化
theorized	理论化的
theorizer	理论家
theorizers	理论家
theorizes	理论化
theorizing	理论化
theory	理论
theosophic	神智学的
theosophist	神智学者
theosophy	神智学
therapeutic	治疗的
therapeutics	治疗学
therapeutist	治疗师
therapies	疗法
therapist	治疗师
therapists	治疗师
therapy	治疗
there	那里
there'd	那里会
there'll	那里将
there's	那里有
thereabouts	大约
thereafter	此后
thereby	由此
therefore	因此
therefrom	从那里
therein	其中
thereinafter	在下文
thereinto	进入其中
thereof	其
thereon	其上
thereout	从那里
theresa	特蕾莎
thereto	向那里
theretofore	在那之前
thereunder	其下
thereunto	于彼
thereupon	于是
therewith	与此
therm	热量单位
thermal	热的
thermistor	热敏电阻
thermit	铝热剂
thermoammeter	热电安培计
thermochemistry	热化学
thermocouple	热电偶
thermodynamic	热力学的
thermodynamics	热力学
thermoelectric	热电的
thermoelectron	热电子
thermofax	热敏复印
thermograph	温度记录仪
thermometer	温度计
thermometers	温度计
thermometric	测温的
thermometry	测温学
thermonuclear	热核的
thermoplastic	热塑性塑料
thermoplasticity	热塑性
thermoregulation	体温调节
thermos	保温瓶
thermoscope	验温器
thermosetting	热固性的
thermostat	恒温器
thermostatic	恒温的
thermostats	恒温器
therology	兽学
theropod	兽脚类
thesaurus	同义词
these	这些
theses	论文
theseus	忒修斯
thesis	论文
thespian	演员
thessalonian	帖撒罗尼迦人
thessalonians	帖撒罗尼迦书
thessaly	色萨利
theta	西塔
thetis	忒提斯
the unarchiver	解压软件
theurgy	神术
thew	肌肉
thewy	强壮的
they	他
they'd	他们会
they'll	他们将
they're	他们是
they've	他们已经
thick	厚的
thicken	变厚
thickening	增稠
thickens	变厚
thicker	更厚
thickest	最厚
thicket	灌木丛
thickets	灌木丛
thickhead	笨蛋
thickheaded	愚钝的
thickly	厚厚地
thickness	厚度
thickset	矮壮的
thief	小偷
thiensville	锡恩斯维尔
thieve	偷窃
thievery	偷盗
thieves	小偷
thieving	偷窃的
thievish	贼似的
thigh	大腿
thighbone	股骨
thighs	大腿
thiller	辕马
thimble	顶针
thimbleful	微量
thimbles	顶针
thimbu	廷布
thin	薄的
thinclad	穿薄衣的
thing	东西
things	事物
think	思考
thinkable	可想象的
thinkably	可想象地
thinker	思想家
thinkers	思想家
thinking	思考
thinks	想
thinly	薄薄地
thinner	更薄
thinness	薄
thinnest	最薄
thinnish	较薄
third	第三
thirdly	第三
third-person	第三人称
thirds	第三
thirst	渴
thirsted	渴了
thirstily	渴地
thirsts	渴
thirsty	渴的
thirteen	十三
thirteens	十三
thirteenth	第十三
thirties	三十
thirtieth	第三十
thirty	三十
this	这
thistle	蓟
thistledown	蓟絮
thistly	多刺的
thither	那边
tho	虽然
thole	桨架
thomas	托马斯
thomistic	托马斯主义
thompson	汤普森
thomson	汤姆森
thong	丁字裤
thongs	丁字裤
thor	索尔
thoracic	胸部的
thorax	胸腔
thoreau	梭罗
thorium	钍
thorn	刺
thornburg	索恩堡
thornlike	刺状的
thorns	刺
thornton	桑顿
thorny	多刺的
thoron	钍射气
thorough	彻底的
thoroughbred	纯种马
thoroughfare	大道
thoroughfares	大道
thoroughgoing	彻底的
thoroughly	彻底地
thoroughness	彻底性
thorpe	索普
thorstein	索尔斯坦
those	那些
thou	你
though	虽然
thought	思想
thoughtful	体贴的
thoughtfully	体贴地
thoughtfulness	体贴
thoughtless	轻率的
thoughtlessly	轻率地
thoughtlessness	轻率
thoughts	想法
thoughtway	思路
thousand	千
thousandfold	千倍
thousands	成千上万
thousandth	第一千
thrace	色雷斯
thracian	色雷斯人
thraldom	奴役
thrall	奴隶
thralldom	奴役
thrash	猛击
thrashed	猛击过的
thrasher	猛击者
thrashes	猛击
thrashing	猛击
thrasonical	吹牛的
thread	线
threaded	穿线的
threader	穿线器
threaders	穿线器
threading	穿线
threadlike	线状的
threads	线
threadworm	蛲虫
thready	细的
threat	威胁
threaten	威胁
threatened	受威胁的
threatening	威胁的
threatens	威胁
threats	威胁
three	三
three.js	three.js
threefold	三倍
threepence	三便士
threes	三
threescore	六十
threesome	三人组
threesomes	三人组
threnode	挽歌
thresh	打谷
thresher	打谷机
threshing	打谷
threshold	门槛
thresholds	门槛
threw	扔
thrice	三次
thrift	节俭
thriftily	节俭地
thriftless	浪费的
thrifty	节俭的
thrill	激动
thrilled	激动的
thriller	惊悚片
thrillers	惊悚片
thrilling	刺激的
thrillingly	刺激地
thrills	刺激
thrips	蓟马
thrive	繁荣
thrived	繁荣了
thrives	繁荣
thriving	繁荣的
throat	喉咙
throated	有喉的
throatily	沙哑地
throats	喉咙
throaty	沙哑的
throb	跳动
throbbed	跳动了
throbbing	跳动的
throbs	跳动
throe	剧痛
thrombin	凝血酶
thrombosis	血栓形成
thrombus	血栓
throne	王座
throneberry	斯隆贝里
thrones	王座
throng	人群
throngs	人群
throstle	画眉鸟
throttle	节流阀
throttled	节流
throttles	节流阀
throttling	节流中
through	通过
throughout	遍及
throughput	吞吐量
throughway	高速公路
throw	投掷
throwaway	一次性
throwback	复古
thrower	投掷者
throwing	投掷中
thrown	已投掷
throws	投掷
thru	通过
thrum	嗡鸣
thrush	鹅口疮
thrust	推力
thruster	推进器
thrusters	推进器
thrusting	推进中
thrusts	推力
thruway	高速公路
thu	周四
thu.	周四
thurs.	周四
thuban	右枢
thud	砰声
thuds	砰声
thug	暴徒
thuggee	暴徒
thugs	暴徒
thule	图勒
thulium	铥
thumb	拇指
thumbed	翻阅
thumbhole	拇指孔
thumbing	翻阅
thumbnail	缩略图
thumbnails	缩略图
thumbprint	拇指印
thumbs	拇指
thumbscrew	拇指夹
thumbtack	图钉
thumbzilla	拇指怪
thump	重击
thumped	重击
thumper	重击者
thumping	重击
thunder	雷
thunderbird	雷鸟
thunderbolt	霹雳
thunderbolts	霹雳
thunderclap	霹雳
thundercloud	雷云
thundered	雷鸣
thunderer	雷神
thunderers	雷神
thundering	雷鸣
thunderous	雷鸣
thunders	雷声
thundershower	雷阵雨
thunderstorm	雷暴
thunderstorms	雷暴
thunderstruck	惊呆
thundery	打雷的
thunk	砰然声
thurber	瑟伯
thurible	香炉
thurifer	司香者
thurman	瑟曼
thurs.	周四
thursday	星期四
thursdays	星期四
thus	因此
thusly	如此
thusness	如是性
thwack	重击
thwart	阻挠
thwarted	受阻
thwarting	阻挠
thwarts	阻挠
thwartwise	横着
thy	你的
thyme	百里香
thymine	胸腺嘧啶
thymol	麝香草酚
thymus	胸腺
thyratron	闸流管
thyroid	甲状腺
thyroidectomy	甲状腺切除术
thyrsus	酒神杖
thyself	你自己
thz	太赫兹
tiava	蒂亚瓦
tiber	台伯河
tibet	西藏
tibetan	藏族的
tibia	胫骨
tibial	胫骨的
tiburon	蒂伯龙
tic	抽搐
tick	勾选
ticked	勾选的
ticker	股票行情器
tickers	股票行情器
ticket	票
ticketmaster	票务大师
tickets	票
ticking	滴答声
tickle	挠痒
tickled	被挠痒的
tickler	备忘录
tickles	挠痒
tickling	挠痒的
ticklish	怕痒的
ticks	勾选
ticktack	滴答声
ticktacktoe	井字棋
ticktick	滴答清单
ticonderoga	提康德罗加
tidal	潮汐的
tidally	潮汐地
tidbits	趣闻
tiddledywinks	弹珠游戏
tide	潮汐
tided	潮水
tideland	潮间带
tidemark	潮痕
tides	潮汐
tidewater	潮水
tideway	潮道
tidied	整理过的
tidiness	整洁
tiding	消息
tidings	消息
tidy	整洁的
tidying	整理
tie	系
tieback	系带
tieck	蒂克
tied	系着的
tientsin	天津
tiepin	领带针
tier	层
tierce	第三
tiers	层次
ties	纽带
tiff	争执
tiffany	蒂芙尼
tiger	老虎
tigerish	凶猛的
tigers	老虎
tight	紧的
tighten	收紧
tightened	收紧的
tightener	收紧器
tighteners	收紧器
tightening	收紧
tightenings	收紧物
tightens	收紧
tighter	更紧的
tightest	最紧的
tightfisted	吝啬的
tightly	紧紧地
tightness	紧绷
tightrope	钢丝
tights	紧身裤
tightwad	吝啬鬼
tightwire	钢丝绳
tigon	虎狮
tigress	母虎
tigris	底格里斯河
tijuana	蒂华纳
tiki	提基
tiktok	抖音
til	直到
tilbury	蒂尔伯里
tilde	波浪号
tile	瓷砖
tiled	铺砖的
tiler	瓦工
tiles	瓷砖
tiling	铺砖
till	直到
tillable	可耕的
tilled	耕过的
tiller	舵柄
tillers	舵柄
tillich	蒂利希
tillie	蒂莉
tilling	耕作
tills	收银机
tilt	倾斜
tilted	倾斜的
tilth	耕地
tilting	倾斜
tiltmeter	倾斜仪
tilts	倾斜
tim	蒂姆
tim	蒂姆
timbal	定音鼓
timber	木材
timbered	木结构的
timberhead	桅顶
timbering	木结构
timberland	林地
timberline	林木线
timbers	木材
timberyard	木材场
timbre	音色
timbrel	手鼓
time	时间
time capsule	时间胶囊
timed	定时的
timekeeper	计时员
timeless	永恒的
timelessly	永恒地
timelessness	永恒性
timeline	时间线
timeliness	及时性
timely	及时的
time machine	时间机器
timeout	超时
timeouts	超时
timepiece	计时器
timer	计时器
timers	计时器
times	次数
timesaving	省时的
timescale	时间尺度
timescaledb	时序数据库
timeserver	时间服务器
timeserving	迎合时势的
timeshare	分时度假
timeshares	分时度假
timesharing	分时共享
timeshift	时间偏移
timestamp	时间戳
timestamps	时间戳
timetable	时刻表
timetables	时刻表
timework	计时工作
timeworn	陈旧的
timex	天美时
timezone	时区
timid	胆小的
timidity	胆怯
timidly	胆怯地
timing	时机
timings	时机
timmy	蒂米
timon	提蒙
timonize	提蒙化
timonizes	提蒙化
timor	帝汶
timorous	胆怯的
timothy	蒂莫西
timpani	定音鼓
timpanist	定音鼓手
tims	蒂姆斯
tin	锡
tina	蒂娜
tinamou	䳍
tinct	色泽
tincture	酊剂
tinder	火绒
tinderbox	火绒盒
tindery	易燃的
tine	尖齿
tinfoil	锡箔
ting	叮当声
tinge	色调
tinged	染色的
tinges	色调
tingle	刺痛
tingled	刺痛的
tingles	刺痛
tingling	刺痛
tinhorn	吹牛的
tinier	更小的
tiniest	最小的
tinily	微小地
tininess	微小
tinker	修补
tinkered	修补过的
tinkering	修补
tinkers	修补工
tinkertool	工具软件
tinkle	叮当声
tinkled	叮当响的
tinkler	铃铛
tinkles	叮当声
tinkling	叮当响的
tinkly	清脆的
tinman	锡匠
tinner	锡矿工
tinnier	更刺耳的
tinniest	最微小的
tinnily	刺耳地
tinniness	刺耳
tinny	刺耳的
tinplate	镀锡铁皮
tinpot	劣质的
tins	罐头
tinsel	闪亮装饰
tinseltown	好莱坞
tinsmith	锡匠
tint	色调
tintack	镀锡钉
tinted	着色的
tinting	着色
tintinnabulation	铃声
tints	色调
tintype	锡版照片
tiny	微小的
tinypng	图片压缩
tiobe	编程指数
tioga	蒂奥加
tion	后缀
tions	后缀
tip	小费
tipcart	翻斗车
tipcat	击棒游戏
tippecanoe	蒂珀卡努
tipped	倾斜的
tipper	倾倒者
tipperary	蒂珀雷里
tippers	给小费者
tippet	披肩
tipping	倾倒
tipple	酒
tippler	酒鬼
tippy	易倾斜的
tips	小费
tipsily	醉醺醺地
tipsiness	醉态
tipster	内幕消息提供者
tipsy	微醉的
tiptoe	踮脚
tiptop	顶尖
tipwizard	小费向导
tirade	长篇抨击
tirana	地拉那
tire	轮胎
tired	疲倦的
tiredly	疲倦地
tiredness	疲劳
tireless	不知疲倦的
tirelessly	不知疲倦地
tirelessness	不倦
tires	轮胎
tiresome	烦人的
tiresomely	烦人地
tiresomeness	烦人
tirewoman	女仆
tiring	累人的
tissue	纸巾
tissues	纸巾
tit	乳头
titan	泰坦
titaness	女泰坦
titanic	巨大的
titanium	钛
titans	泰坦
titbit	趣闻
titbits	趣闻
titer	滴度
tithable	应纳什一税的
tithe	什一税
tither	纳什一税者
tithes	什一税
tithing	纳什一税
titian	提香红
titivate	打扮
title	标题
titled	有头衔的
titleholder	冠军
titles	标题
titling	加标题
titmouse	山雀
tito	铁托
titoism	铁托主义
titrate	滴定
titration	滴定法
titre	滴度
tits	乳头
titten	乳头
tittens	小猫
titter	窃笑
titters	窃笑
tittle	小点
tittup	雀跃
titular	名义的
titus	提多
tivo	数字录像机
tivoli	游乐场
tizzy	慌乱
too long; didn't read	太长不看
tl;dr	摘要
tls	安全传输层
transport layer security	安全传输层
tm	商标
tm	商标
tmux	终端复用器
tn	田纳西州
tnt	炸药
to	到
toad	蟾蜍
toadfish	蟾鱼
toadflax	柳穿鱼
toads	蟾蜍
toadstool	毒蘑菇
toady	谄媚者
toast	吐司
toasted	烤过的
toaster	烤面包机
toasting	烤
toasts	吐司
tobacco	烟草
tobacconist	烟草商
tobago	多巴哥
toby	托比
toc	总有机碳
table of contents	目录
toccata	托卡塔
tocsin	警钟
today	今天
today's	今天的
todays	今天
todd	托德
toddle	蹒跚
toddler	学步儿童
toddlers	学步儿童
toddy	棕榈酒
todesk	远程控制软件
todo	待办事项
todoist	待办应用
toe	脚趾
toed	有趾的
toefl	托福
toehold	立足点
toenail	脚趾甲
toes	脚趾
toff	纨绔子弟
toffee	太妃糖
tog	衣服
toga	托加袍
together	一起
togetherness	团结
toggery	服装
toggle	切换
toggled	已切换
toggles	切换
toggling	切换中
togo	多哥
toil	辛劳
toiled	辛劳过
toiler	劳动者
toilet	厕所
toiletries	洗漱用品
toilets	厕所
toilette	梳妆
toiling	辛劳中
toilless	不费力的
toils	辛劳
toilsome	费力的
toilworn	疲惫的
tokelau	托克劳
token	代币
tokeninsight	通证洞察
tokenization	代币化
tokenizer	分词器
tokens	代币
tokyo	东京
toland	托兰
told	告知
tole	搪瓷
toledo	托莱多
tolerability	耐受性
tolerable	可忍受的
tolerably	尚可
tolerance	容忍
tolerances	公差
tolerant	宽容的
tolerantly	宽容地
tolerate	容忍
tolerated	被容忍
tolerates	容忍
tolerating	容忍中
toleration	宽容
tolkien	托尔金
toll	通行费
tollbooth	收费站
